tar,user_id,sku_id,view_dauer,view_times,cate,brand,market_time,shop_id,fans_num,vip_num,shop_reg_tm,shop_score,age,sex,user_reg_tm,user_lv_cd,city_level,province,city,county
0,34201,128842,1,1,19,11114,-56811829,802,,,,,5,1,-7951951,6,4,7,128,1589
0,28052,97349,1,1,7,3292,-65174583,1107,,,,,5,0,-22050914,1,5,7,144,211
0,38696,73218,1,1,64,5491,-29130872,7817,,,,,5,1,-146557462,5,4,1,41,2145
0,21710,83840,1,1,67,3491,-15703505,5279,750,24449,-61527723,9.119254,6,0,-68800059,1,5,29,173,1638
0,10257,135638,1,1,7,7553,-992158,5811,2193,2010,-78834241,9.488938,5,0,-118491057,7,4,12,198,1543
0,18631,159269,1,1,24,52,-23117863,502,52942,220035,-27250497,9.346959,4,0,-136794788,7,5,20,225,1044
0,10145,199489,1,1,27,1020,-17480179,4665,81021,206952,-18859896,9.489199,4,0,-30348160,1,1,25,147,1161
0,510,343232,1,1,7,9271,-3222944,6472,117991,29566,-39349321,9.29883,6,1,-151738666,7,1,20,305,1714
0,7425,352307,1,2,34,2484,-65355444,6327,204637,587229,-85133522,9.453633,5,1,-7800789,6,4,20,120,741
0,11783,318653,1,1,7,8851,-71632817,2286,872,4769,-84189002,9.301783,5,0,-180536091,7,3,11,348,612
0,11300,18295,1,1,34,2777,-54052080,10036,205360,545675,-71223721,9.345437,6,1,-162734457,5,1,5,55,99
0,12951,308973,1,1,9,6967,-54021414,8595,,,,,5,0,-238811418,7,4,19,148,2605
0,2509,41847,1,1,51,10165,-7712555,8627,3170,56896,-7739820,9.193911,5,0,-10551194,1,3,23,204,735
0,32958,165959,1,1,69,5470,-18262206,792,25087,87028,-112430829,9.460245,6,0,-7714504,1,3,11,348,69
0,35383,224947,1,1,67,4416,-44776637,9051,,,,,5,1,-69659205,6,4,6,88,933
0,42649,13870,1,1,27,2777,-35542743,5523,,,,,2,0,-211534509,7,5,31,25,1070
0,42666,218934,1,1,7,5449,-39274141,5733,398541,856414,-147072640,9.426208,4,1,-11284148,6,1,6,189,2804
0,40230,178406,1,1,27,10538,-6011960,9187,16,168,-6678000,9.628651,2,0,-138539504,5,3,23,204,1588
0,30923,103896,1,1,7,1142,-203255293,3217,,,,,4,0,-105930515,1,4,7,128,1589
0,20716,101779,1,1,7,11,-72692449,3959,30203,7582,-73057321,9.503998,4,0,-13307042,1,5,2,175,2618
0,24897,360925,1,1,7,3292,-171296698,1107,,,,,5,0,-106360478,5,1,6,100,588
0,12685,294744,1,1,7,262,-21777495,7082,,,,,6,0,-61823161,1,4,14,331,634
0,16614,107331,1,1,55,2777,-30357418,1634,178574,371414,-124530570,9.427139,6,0,-129970436,5,1,22,359,2759
0,40220,197776,1,1,55,2484,-8920955,4178,,,,,1,0,-541164,1,4,20,293,872
0,12628,265257,1,2,9,916,-13161155,7801,6913,40450,-13432819,9.233373,5,1,-4535627,6,4,6,88,2048
0,10827,361825,1,1,78,3263,-23436822,5765,,,,,6,0,-174545398,5,3,11,348,612
0,28614,60446,1,1,81,6062,-64920920,2253,54480,40285,-65431499,9.304747,6,0,-170518050,7,3,11,348,2136
0,40042,300184,1,1,46,4027,-44086135,1037,,,,,5,0,-134461025,7,4,14,331,1696
0,2580,277337,1,1,20,2777,-38969222,5523,,,,,1,1,-173255444,5,3,11,348,714
0,39108,183703,1,2,76,9000,-66291727,9831,2122,15404,-67589763,9.470205,5,1,-22049343,1,1,15,241,2200
0,8157,370842,1,1,71,1868,-21733057,5199,2686,35518,-22511171,9.110348,5,0,-250401382,7,5,29,158,1349
0,9476,80616,1,1,67,6037,-131617820,9706,11986,171897,-134214095,9.275844,6,0,-169344919,7,1,9,196,1437
0,31564,111806,1,2,69,151,-219469235,6575,114775,653263,-148110162,9.356032,5,0,-155184253,7,1,25,159,2084
0,11052,209743,1,1,62,387,-129555854,3119,,,,,5,0,-20799710,6,5,3,11,1815
0,20044,10337,1,1,7,1712,-161017097,4296,,,,,6,0,-198657948,1,1,6,100,282
0,26193,199816,1,1,7,2565,-14965916,5332,,,,,5,1,-112434046,7,4,8,182,2688
0,30498,7904,1,1,34,5525,-99572140,9221,28248,368877,-103028762,9.62451,4,0,-69935813,5,5,30,267,2685
0,20451,134156,1,1,7,262,-113229203,7082,,,,,6,0,-192934858,7,4,19,148,219
0,40389,10182,1,1,26,1304,-235287919,1615,,,,,5,0,-94313230,5,3,11,348,1523
0,18323,133609,1,1,7,2565,-23431000,5332,,,,,2,0,-141267358,7,3,23,204,735
1,7834,173337,2,3,81,102,-118649750,7115,2528,3768,-119090767,9.732683,2,0,-78392960,7,5,22,285,1949
0,31885,1208,1,1,7,5012,-38754470,10182,2010,7338,-42800413,9.617284,1,0,-80756476,7,3,11,348,688
0,5292,184168,1,1,43,2498,-24418993,1865,,,,,1,1,-1396036,1,3,11,348,1388
0,34007,161184,1,1,10,9177,-2462315,4547,818,463,-19489727,9.745153,5,0,-102225887,7,4,1,41,2415
0,342,251483,1,1,76,2777,-23452568,5523,,,,,5,1,-170675527,7,1,22,359,732
0,8924,215833,1,1,43,1400,-78756230,5885,,,,,5,1,-32574268,1,1,9,196,712
0,40683,61051,1,1,27,2484,-42534886,4178,,,,,5,0,-133672233,7,1,26,108,1600
0,27643,68623,1,1,17,4556,-118677790,5858,16402,17784,-119861723,9.647629,5,0,-165457093,7,5,14,192,600
0,13455,327049,1,1,7,9271,122734,6578,311415,15055,-85141562,9.170224,6,0,-72140849,7,4,8,182,1650
0,23508,40716,1,1,7,5846,-44949881,1556,24205,7555,-80027764,9.411603,4,0,-72696008,7,5,28,286,30
0,28995,92650,1,1,72,4437,-14021879,982,39453,131440,-74266681,9.511982,6,0,-73803909,6,1,7,20,352
0,17049,363319,1,1,35,9985,-140964881,6367,,,,,5,1,-212925769,1,3,20,119,1731
0,13431,67449,1,2,12,2484,-27946385,4178,,,,,4,1,-77186186,6,4,25,312,258
0,3427,4220,1,1,7,2565,-23430997,5332,,,,,5,0,-7206630,1,5,28,228,2025
0,27992,124261,1,2,7,3292,-36062310,809,2187,14699,-81766455,9.369135,1,1,-170608125,7,5,26,89,2344
0,35410,240730,1,1,75,11125,-7392248,2095,26955,16506,-57914280,9.755004,5,0,-12747227,1,5,29,264,1477
0,32086,31640,1,1,27,2484,-31212258,3230,206566,873780,-33124032,9.427261,5,0,-227497922,7,3,20,174,2262
1,40535,326008,1,1,19,9692,-35106545,4996,113149,54075,-42465960,9.37651,5,1,-144656270,7,1,13,138,651
1,5611,38805,1,1,12,3345,-3849221,2306,2229,7139,-21979428,9.401849,4,1,-11447209,1,5,16,295,1848
