tar,user_id,sku_id,view_dauer,view_times,cate,brand,market_time,shop_id,fans_num,vip_num,shop_reg_tm,shop_score,age,sex,user_reg_tm,user_lv_cd,city_level,province,city,county
0,2019,284958,1,1,7,3292,-60420840,1107,,,,,6,0,-161849476,7,4,1,41,1359
0,31930,177003,1,1,81,10052,-10648628,10265,442,1549,-11694420,9.639275,6,0,-27499997,6,5,16,269,1823
0,5741,297205,1,1,73,7162,-23529477,107,,,,,5,0,-282564017,7,1,20,53,705
0,7969,304552,1,1,59,3263,-27784132,5765,,,,,5,0,-19561982,5,5,12,96,2512
0,10684,307260,1,1,7,3448,-149261357,8039,,,,,5,0,-2614139,6,5,19,62,462
0,15154,349383,1,1,69,151,-84027848,9198,,,,,5,0,-103782583,7,4,7,32,866
0,41886,353606,1,1,27,2484,-68307513,9328,135957,526909,-84613681,9.490974,6,0,-240458753,7,3,11,348,2136
0,5902,247971,1,1,29,6386,-14017388,6119,,,,,6,0,-87274693,5,5,29,173,1638
0,21020,1113,1,1,27,10874,-90319740,8451,,,,,6,0,-90410621,7,3,23,204,2432
0,6518,255216,1,1,7,7163,-21777423,8952,,,,,5,0,-248763239,7,3,23,204,1588
0,9983,241735,1,1,7,1817,-24134446,3837,670,2138,-27675758,9.433883,6,0,-145675181,7,4,21,116,2765
0,5346,261937,1,1,7,3292,-108271400,1027,1250,3097,-109496762,9.655486,6,0,-112580687,7,3,11,348,2136
0,27485,143550,3,2,7,3157,-44181281,6031,6963,46984,-61893722,9.504109,1,0,-115863742,7,1,31,18,37
0,32282,349956,1,1,7,7163,-14551140,8902,508079,31233,-161931513,9.207879,6,0,-68565461,1,5,26,315,140
0,15859,102559,1,1,52,2484,-73817537,4178,,,,,5,1,-38916477,5,1,20,305,2342
0,16929,296032,1,2,7,3292,-19977684,1107,,,,,6,1,-74189876,7,4,1,41,925
0,38513,330938,1,1,61,6828,-121153171,5268,,,,,6,0,-158052133,5,4,8,182,2755
0,15377,247252,1,1,27,7954,-19736082,5464,16020,77635,-114352201,9.611168,2,0,-102165116,5,4,30,283,664
0,5087,181625,1,1,7,8567,-58094746,1155,,,,,2,0,-204904675,7,3,23,204,2206
0,40529,278917,1,1,7,1142,-118226469,3217,,,,,5,0,-130895517,5,4,1,41,135
0,22138,225936,1,1,7,5974,-24308511,2743,236475,53436,-24395036,9.591674,5,0,-260795015,5,3,11,348,2136
0,4342,208782,1,1,51,3147,-15509903,9483,11384,81896,-15634546,9.409583,5,0,-129027994,5,4,17,191,40
0,21692,286103,1,1,70,11117,-8391005,4387,321,1551,-8408520,9.619978,2,0,-227838482,7,3,11,348,714
0,28611,137565,1,1,27,3263,-81156770,3628,254695,396187,-81523921,9.602619,5,0,-346646697,7,3,23,204,1274
0,28516,321093,1,1,7,7163,-7719011,4818,24727,35041,-7811280,9.473666,6,0,-9966070,1,4,14,331,1696
0,17594,290277,1,1,7,3292,-51614930,1716,810326,338766,-90239402,9.580392,6,0,-98934848,7,3,11,348,714
0,1948,141169,1,1,34,3263,-11077140,8105,37105,36822,-27180304,9.657511,1,1,-640480,1,1,26,108,2154
0,4287,352878,1,1,7,3292,-75549825,8226,4939,227482,-175778802,9.586676,6,1,-210151729,7,3,11,348,2129
0,27335,242030,1,2,23,3147,-35796911,506,26400,248332,-49618560,9.415833,6,1,-134314179,7,3,11,348,2681
0,21237,87771,1,1,62,3191,-77354533,8312,15700,119319,-77976614,9.468016,5,1,-45053471,1,4,6,58,2809
0,24918,135658,1,1,34,10874,-69428251,8451,,,,,1,0,-49978982,1,3,20,174,2262
0,4100,101859,1,1,7,2565,-110715547,5332,,,,,5,0,-187083270,5,4,29,245,1979
0,30684,80723,1,1,7,7163,-53439185,5618,173008,182665,-158051244,9.396298,2,0,-182487241,7,4,21,116,2147
0,20361,188076,1,1,81,107,-27159360,3831,26803,34871,-79019401,9.279984,2,1,-196520136,5,3,20,119,2709
0,1478,155412,1,1,7,1771,-26469478,6478,582722,68837,-57312120,9.456515,6,0,-213790670,5,1,10,261,1408
0,42431,70859,1,1,26,2484,-48920903,7794,,,,,5,1,-160393939,5,4,3,82,2136
0,24656,276481,1,1,43,2516,-41172356,4280,,,,,6,1,-70884088,1,3,11,348,2136
0,34504,174925,2,2,7,262,-233563547,7082,,,,,2,0,-374642245,7,4,25,230,753
0,13161,23630,1,1,7,2565,-162728006,5332,,,,,5,0,-217567884,7,1,26,34,1773
