tar,user_id,sku_id,view_dauer,view_times,cate,brand,market_time,shop_id,fans_num,vip_num,shop_reg_tm,shop_score,age,sex,user_reg_tm,user_lv_cd,city_level,province,city,county
0,6669,77141,1,1,69,5822,-47621130,3992,30247,97669,-51430680,9.223937,5,0,-45190557,6,4,14,331,1643
0,11350,48326,1,1,7,36,-5041864,9070,357683,18566,-120994314,9.351074,5,0,-178676216,7,5,20,212,717
0,36646,81605,1,1,7,3157,-11194709,5219,21763,10310,-12727142,9.629132,6,0,-42423,6,1,7,205,1626
0,37823,342006,1,1,7,9926,-90253622,6688,109682,66644,-108221761,9.513788,5,0,-194663638,7,5,28,271,2773
0,9474,344654,1,1,7,262,-162055090,7082,,,,,5,0,-126797776,5,5,20,176,1933
0,42483,122365,1,1,27,9126,-27238193,10315,,,,,5,0,-68635934,6,1,6,113,1995
0,29456,211066,1,1,35,992,-24203456,4241,3748112,4868959,-25933864,9.690087,5,0,-170558580,7,2,9,337,2783
0,17945,70578,1,1,76,2484,-33114771,3230,206566,873780,-33124032,9.427261,6,1,-104386791,1,5,22,285,1403
0,2567,128397,1,1,7,3292,-71399222,1716,810326,338766,-90239402,9.580392,6,0,-170684504,5,5,26,89,2041
0,6443,128397,1,1,7,3292,-71399222,1716,810326,338766,-90239402,9.580392,6,0,-33241415,6,5,7,251,2142
0,29117,165572,1,2,7,2384,-33550071,6490,208888,33259,-36757483,9.256765,4,0,-120736299,1,5,7,8,2518
0,25022,28597,1,1,7,7158,-25001170,3005,62274,13326,-126614754,9.409489,5,0,-86534676,5,3,11,348,1782
0,7736,307258,1,1,69,7717,-24822067,5291,,,,,6,0,-173932721,7,3,11,348,2136
0,21692,309550,1,1,70,1794,-8664276,7259,,,,,2,0,-227838482,7,3,11,348,714
0,16403,258304,1,1,7,7163,-165924477,2904,4463,153009,-146755492,9.185059,5,0,-189953009,7,3,20,119,187
0,23143,209026,1,1,34,2484,-42988018,10057,8900,181316,-72535201,9.28617,6,0,-132306774,7,4,6,88,2048
0,42228,34925,1,1,27,2777,-24677897,5523,,,,,5,1,-80315851,5,4,30,283,2477
0,18078,100225,1,1,70,5504,-145098142,8510,37605,133266,-145663197,9.60314,4,0,-63251967,5,5,4,272,1762
0,13575,191016,3,8,7,7163,-162207224,8952,,,,,6,0,-38846267,5,2,5,3,2192
0,3746,357387,1,1,7,1142,-155894174,3217,,,,,5,0,-163730403,5,1,22,359,2411
0,2422,48671,1,1,69,8398,-129478210,274,17567,96353,-152518704,9.596752,6,0,-63806947,1,5,14,33,386
0,29377,134756,1,1,17,5174,-90065290,4781,31160,90823,-91960922,9.360032,6,0,-78732398,1,1,8,252,1216
0,10696,37077,1,1,7,9926,-17069770,6688,109682,66644,-108221761,9.513788,6,0,-233069234,7,3,11,348,714
0,6761,310913,1,1,67,4914,-41075682,8541,,,,,5,0,-221964127,7,3,20,119,203
0,37995,256058,1,1,7,9161,-60334745,339,23742,83051,-61132802,9.704283,6,0,-192743965,7,2,13,346,1627
0,25192,162273,1,1,7,7163,-46075211,8952,,,,,2,0,-25868608,7,5,26,89,2217
0,13926,176409,1,1,7,2565,-896815,1719,21696,4026,-41174901,9.479315,5,0,133689,5,1,7,57,370
0,18034,248051,1,1,7,7163,-241089257,8952,,,,,1,0,-70089399,7,5,21,98,2587
0,3249,308331,1,1,7,8567,-172847300,3568,,,,,5,0,-136597114,7,4,25,312,2256
0,31466,150750,3,3,59,10874,-137229850,8451,,,,,1,0,-177600127,7,3,23,204,735
0,14228,32274,1,1,7,3448,-50742869,8039,,,,,2,1,-46412849,7,1,26,108,1740
0,6853,373515,1,1,7,3292,-54391995,2738,633682,104661,-191253025,9.206167,6,0,-177390329,7,3,11,348,2136
0,18107,327920,1,1,7,3292,579975,7249,2099,24129,-145101459,9.23976,6,0,-79361811,7,4,7,32,1089
0,5071,231312,2,3,24,9902,-82103943,9257,,,,,6,1,-248145549,5,4,7,32,1045
0,31177,178056,1,1,7,262,-183216735,7082,,,,,2,1,-205471510,7,4,1,41,1932
0,25192,111964,1,1,7,7163,-13321357,8952,,,,,2,0,-25868608,7,5,26,89,2217
0,15802,243569,1,2,9,2777,-22489663,5523,,,,,5,0,-85844239,5,4,25,210,905
