tar,user_id,sku_id,view_dauer,view_times,cate,brand,market_time,shop_id,fans_num,vip_num,shop_reg_tm,shop_score,age,sex,user_reg_tm,user_lv_cd,city_level,province,city,county
0,35419,274354,1,1,35,5573,-35814552,6926,39049,54717,-161592388,9.368239,6,0,-237643490,7,4,6,58,561
0,1362,168611,1,1,19,2777,-53691738,5523,,,,,6,0,-113620076,7,1,6,189,1737
0,36646,284279,1,1,7,6025,-79274288,5733,398541,856414,-147072640,9.426208,6,0,-42423,6,1,7,205,1626
0,4689,226096,1,1,70,11117,-69039648,5642,4286,16913,-71501521,9.586105,5,0,-79714956,5,4,25,210,2364
0,37552,48406,1,1,7,7163,-46075219,8952,,,,,5,0,-33619086,5,5,7,8,2070
0,25975,171546,2,2,76,6347,-54721664,5503,30771,79281,-54906480,9.472332,6,1,-180530601,5,4,19,148,1311
0,32282,86255,1,1,7,262,-77875863,5612,20025,42214,-145101122,9.454001,6,0,-68565461,1,5,26,315,140
0,7838,259369,1,1,7,9502,-10240784,6591,22232,2826,-11533320,9.689269,6,0,-8952124,1,4,6,88,1739
0,12628,16518,1,1,52,3263,-3230899,3628,254695,396187,-81523921,9.602619,5,1,-4535627,6,4,6,88,2048
0,2872,311335,1,1,3,4361,-86605819,8120,119617,119010,-87113082,9.746976,5,0,-235296228,7,3,11,348,1497
0,41091,219475,1,1,20,2777,-9882362,5523,,,,,6,0,-229176604,7,4,20,293,872
0,3583,112439,1,1,8,1274,-4785240,8381,115970,155603,-78826562,9.590773,6,0,-280667867,7,3,23,204,1934
0,34512,221695,1,1,79,4854,-61126548,5338,74042,382702,-70375505,9.326489,5,0,303571,6,5,7,155,2457
0,37253,84669,1,1,10,10695,-39871011,4728,56858,257415,-60692402,9.596693,5,0,-181824650,7,3,11,348,2136
0,25953,164058,1,1,26,1304,-73808881,1615,,,,,1,1,-5846765,6,3,23,204,735
0,5361,326101,2,3,11,5106,-59204525,2030,11430,64582,-67740241,9.472814,6,0,-292331578,7,3,23,204,2266
0,36942,357387,1,1,7,1142,-155894174,3217,,,,,5,0,-123916787,5,1,7,213,2738
0,9708,232222,1,2,7,3503,-6698325,10166,2084,1355,-55841280,9.310901,5,0,-147421968,5,3,23,204,1274
0,24965,18614,1,1,7,5012,-3580658,80,2147,4685,-20594243,9.578443,6,0,-292691509,7,3,11,348,1523
0,8296,88983,1,1,22,2484,-24398377,7794,,,,,2,1,-40632845,6,1,20,362,2149
1,11283,178576,1,1,17,107,-59204684,9419,28099,7664,-66121803,9.675489,6,0,-173283933,7,1,7,213,985
0,2601,85976,3,2,7,7163,-976564,405,227557,176391,-106042203,9.213539,1,0,-241773809,7,3,20,174,2343
0,30998,376913,1,1,23,9004,-109493590,5151,25300,256287,-109519561,9.350466,5,0,-228530307,7,3,23,204,2141
0,13605,318249,1,1,34,543,-129039335,2996,,,,,5,0,-191472406,7,3,20,119,187
0,9983,137985,1,1,7,7163,-14013845,8952,,,,,6,0,-145675181,7,4,21,116,2765
0,19753,288636,1,1,67,2708,-15121771,4822,5465,15431,-64725118,9.508847,6,0,-39432401,5,3,23,204,296
0,33944,246799,1,1,34,2777,-44353171,7140,155298,274856,-44692923,9.425055,5,1,-5058660,6,4,8,182,1630
0,15836,81251,1,1,55,3263,-177250631,5765,,,,,4,0,-9889347,6,5,31,224,112
0,186,264446,1,1,38,7132,-43146039,3334,,,,,6,1,-27175909,6,4,29,245,1132
0,28543,278114,1,1,7,3840,-18178293,2651,59814,82621,-59469363,9.575139,6,0,-155308324,5,4,14,331,226
0,30118,242919,1,1,7,3292,-50934286,563,846210,232937,-76340758,9.573487,5,0,-166944441,5,3,20,174,2262
0,30445,289214,1,1,7,3448,-233563640,8039,,,,,5,0,-245415084,7,4,7,32,479
0,26430,302536,1,1,26,1304,-22493895,4848,178374,274518,-88495082,9.496107,6,0,-372735863,5,4,6,58,2226
0,29207,335460,1,1,32,11114,-170085401,802,,,,,5,0,-120561581,5,1,26,34,790
0,2872,172746,3,3,79,4361,-86617428,8120,119617,119010,-87113082,9.746976,5,0,-235296228,7,3,11,348,1497
0,24998,49213,1,1,70,8777,-89473574,7351,,,,,5,0,-186243589,7,4,6,233,274
0,28543,191281,1,1,69,8134,-158830464,9715,1422,6019,-160041550,9.357062,6,0,-155308324,5,4,14,331,226
0,18078,240249,1,1,70,7195,-81520211,4154,21052,20851,-81760695,9.643544,4,0,-63251967,5,5,4,272,1762
0,13997,318039,1,1,7,3292,-100944088,1107,,,,,6,0,-118918862,7,1,26,4,1846
0,33908,299384,1,1,7,262,-7650820,4818,24727,35041,-7811280,9.473666,6,0,-118158417,5,4,20,293,704
0,15238,331532,1,1,34,4356,-18108339,404,12903,43261,-21107819,9.271896,4,0,1377701,6,6,19,355,2120
0,39491,304773,1,1,17,4556,-3244302,5858,16402,17784,-119861723,9.647629,5,0,-161782259,7,4,20,120,741
0,24487,77562,1,1,7,6279,-29851636,10129,410068,29491,-30698714,9.732041,5,0,-290048708,7,1,25,159,2290
0,2857,180085,1,1,7,10732,-123398933,8411,,,,,6,1,-16962356,1,3,11,348,2136
0,23836,330042,1,1,7,3292,-23082237,1107,,,,,1,0,-61791280,5,1,9,196,1967
0,3151,177902,1,1,7,3292,-99829491,1107,,,,,5,1,-63686011,7,5,8,351,2326
0,38403,182006,1,1,56,2165,-249284895,7257,,,,,5,1,-29572606,7,4,25,210,696
0,16077,133609,1,1,7,2565,-23431000,5332,,,,,5,0,-7083242,6,4,29,245,2082
0,35964,106256,1,1,70,7625,-15234755,1017,8434,16064,-15939346,9.535497,6,0,-154242697,5,4,8,182,1196
0,1669,66024,1,1,31,8734,-31236678,7918,33109,134268,-91347723,9.685903,2,0,-1243832,6,6,13,79,44
